Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev
UB-Even,"9",3404.00608550000,514957.97519799997,11.82180842970,4.78413527333,64,26.4168763160706,0.412763692438602,0.417950823903084,0.0488554294099654
UB-Variable,"10",2651.20309470000,388149.55782099999,8.91068773693,3.60604181377,49,16.7236590981483,0.341299165268334,0.343252539634705,0.051251386602379
UB-Variable,"8",2753.98254495000,450548.63740900002,10.34317349420,4.18575055130,62,22.9569403678179,0.370273231738998,0.375877127051353,0.0643631346503179
UB-Control,"7",2491.50702099000,392657.14275900001,9.01416764827,3.64791881566,53,23.1275458931923,0.43636879043759,0.448482602834702,0.0524824350730312
UB-Control,"12",2744.57965877000,375284.05160300003,8.61533635453,3.48651687180,50,20.2970788478851,0.405941576957703,0.400340750813484,0.0569581797813527
UB-Even,"11",2665.86226499000,389837.14894799999,8.94942949836,3.62172011109,52,17.4546628892422,0.335666594023888,0.344181656837463,0.0583503112056883
B-Variable,"2",2800.90096435000,488749.52624799998,11.22014523070,4.54064984128,65,23.8760402798653,0.367323696613312,0.358969509601593,0.0634679700833912
B-Even,"1",2966.60299639000,423537.98653400003,9.72309427306,3.93481238969,58,21.5939792245626,0.37230998663039,0.376173317432404,0.0727892997634849
B-Control,"3",2782.19010868000,458793.16372100002,10.53244177500,4.26234501345,62,19.9877766817808,0.322383494867433,0.331793755292892,0.0742603848925492
UB-Even,"4",2764.87621788000,457395.81215499999,10.50036299710,4.24936314068,60,27.3139619529247,0.455232699215412,0.462023615837097,0.0473233421912688
UB-Control,"6",2777.17007660000,444069.71132300003,10.19443781730,4.12555911761,57,26.5146633386612,0.465169532257214,0.469357639551163,0.039358237299896
UB-Variable,"5",2731.45432459000,483908.32187099999,11.10900647090,4.49567340098,67,25.8503444492817,0.385826036556443,0.380575627088547,0.0722006412871297
B-Variable,"15",3698.76877483000,476636.48632899998,10.94206809760,4.42811556794,66,21.702693387866,0.32882868769494,0.327630415558815,0.061178686176247
B-Even,"17",3448.17244987000,447617.68165699998,10.27588800860,4.15852097243,56,17.6426302343607,0.315046968470727,0.318797558546066,0.0477631173115325
B-Control,"19",3641.41059676000,441134.06461100001,10.12704464210,4.09828595812,57,20.5020398497581,0.35968490964488,0.366455882787704,0.0714083960945485
B-Variable,"18",3742.60308690000,491434.48764700000,11.28178346300,4.56559404869,65,19.520550429821,0.300316160458785,0.307041078805923,0.0666230359852483
B-Control,"16",3509.87652099000,510553.56269400002,11.72069703150,4.74321677856,64,24.2233328819275,0.378489576280117,0.369795486330986,0.0676647042722695
UB-Even,"24",3223.35355911000,514404.40823700000,11.80910028090,4.77899244741,70,27.527779892087,0.393253998458385,0.396468549966812,0.0663956296009131
UB-Control,"20",3412.58177941000,499731.83655000001,11.47226438360,4.64267925073,62,24.5012542456388,0.395181520090949,0.41393955051899,0.0790084151321817
B-Variable,"22",2964.32612640000,453367.11078300001,10.40787673970,4.21193513050,56,19.8666560947895,0.354761715978384,0.361647307872772,0.0840901750687548
UB-Variable,"21",3088.85955111000,468369.04930999997,10.75227385930,4.35130825749,58,19.6800669580698,0.339311499277066,0.342329829931259,0.0521114981670394
B-Even,"23",3183.03031461000,443218.40205999999,10.17489444580,4.11765016411,59,21.1772555112839,0.358936534089557,0.358401626348495,0.0460092877185456
B-Even,"13",3150.56651384000,561911.37088199996,12.89971007530,5.22034833792,67,22.482527717948,0.335560115193253,0.331405997276306,0.0558175919664363
B-Control,"14",2912.50507204000,477916.07410400000,10.97144339080,4.44000337491,64,23.9631570875645,0.374424329493195,0.383878752589226,0.0499041594477103
