Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev
UB-Even,"9",3404.00608550000,514957.97519799997,11.82180842970,4.78413527333,64,18.357568114996,0.286837001796812,0.287676975131035,0.061077981986262
UB-Variable,"10",2651.20309470000,388149.55782099999,8.91068773693,3.60604181377,49,11.420885629952,0.233079298570448,0.239677533507347,0.0598125250901933
UB-Variable,"8",2753.98254495000,450548.63740900002,10.34317349420,4.18575055130,62,15.6131850630045,0.251825565532331,0.263702854514122,0.0634880138593007
UB-Control,"7",2491.50702099000,392657.14275900001,9.01416764827,3.64791881566,53,18.2445781379938,0.344237323358374,0.36309015750885,0.0761471004023532
UB-Control,"12",2744.57965877000,375284.05160300003,8.61533635453,3.48651687180,50,16.1383348554373,0.322766697108746,0.30761307477951,0.061149071613723
UB-Even,"11",2665.86226499000,389837.14894799999,8.94942949836,3.62172011109,52,12.3481209725142,0.237463864856041,0.239379346370697,0.0598939031608613
B-Variable,"2",2800.90096435000,488749.52624799998,11.22014523070,4.54064984128,65,19.8201848715544,0.304925921100837,0.300164610147476,0.0663547777962705
B-Even,"1",2966.60299639000,423537.98653400003,9.72309427306,3.93481238969,58,15.7589902505279,0.271706728457377,0.272495165467262,0.0784826464666672
B-Control,"3",2782.19010868000,458793.16372100002,10.53244177500,4.26234501345,62,15.5956015326083,0.251541960203359,0.248904950916767,0.079697267077221
UB-Even,"4",2764.87621788000,457395.81215499999,10.50036299710,4.24936314068,60,20.1418098211288,0.335696830352147,0.338887289166451,0.0509003994464952
UB-Control,"6",2777.17007660000,444069.71132300003,10.19443781730,4.12555911761,57,21.8885821253061,0.384010212724669,0.400635659694672,0.0509722184316994
UB-Variable,"5",2731.45432459000,483908.32187099999,11.10900647090,4.49567340098,67,18.9630967080593,0.283031294150139,0.282881170511246,0.069843165180623
B-Variable,"15",3698.76877483000,476636.48632899998,10.94206809760,4.42811556794,66,18.0105171054602,0.272886622810003,0.270099833607674,0.0528695004506488
B-Even,"17",3448.17244987000,447617.68165699998,10.27588800860,4.15852097243,56,12.994664400816,0.232047578585999,0.235508292913437,0.061439998566537
B-Control,"19",3641.41059676000,441134.06461100001,10.12704464210,4.09828595812,57,15.8186209099367,0.277519665086609,0.290166079998016,0.0704170634560623
B-Variable,"18",3742.60308690000,491434.48764700000,11.28178346300,4.56559404869,65,15.6974101737142,0.241498618057141,0.246411472558975,0.0683854951003939
B-Control,"16",3509.87652099000,510553.56269400002,11.72069703150,4.74321677856,64,18.4650555104017,0.288516492350027,0.280452191829681,0.0701288235668449
UB-Even,"24",3223.35355911000,514404.40823700000,11.80910028090,4.77899244741,70,20.6933520361781,0.295619314802544,0.304603099822998,0.0687207411577075
UB-Control,"20",3412.58177941000,499731.83655000001,11.47226438360,4.64267925073,62,19.7871249839664,0.319147177160748,0.334770724177361,0.0641503380031701
B-Variable,"22",2964.32612640000,453367.11078300001,10.40787673970,4.21193513050,56,15.3409831523895,0.273946127721242,0.281148836016655,0.0850246277772097
UB-Variable,"21",3088.85955111000,468369.04930999997,10.75227385930,4.35130825749,58,14.2217103391886,0.245201902399803,0.249900996685028,0.0640529352779697
B-Even,"23",3183.03031461000,443218.40205999999,10.17489444580,4.11765016411,59,18.9462874978781,0.321123516913188,0.34131070971489,0.0578237440711842
B-Even,"13",3150.56651384000,561911.37088199996,12.89971007530,5.22034833792,67,18.0146249458194,0.268874999191334,0.270623326301575,0.0534936147875367
B-Control,"14",2912.50507204000,477916.07410400000,10.97144339080,4.44000337491,64,17.9379055649042,0.280279774451628,0.281083986163139,0.0498237038598881
