Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev,year,month,day
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,8,5
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,8,5
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,18.8901842534542,0.295159128960222,0.286072015762329,0.0579610378536538,2019,8,13
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,11.3094630762935,0.230805368903948,0.244380384683609,0.0675027160165327,2019,8,13
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,15.0946639329195,0.243462321498702,0.251965120434761,0.0564606168861849,2019,8,13
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,18.9099775701761,0.356792029625965,0.370950311422348,0.0716186100655914,2019,8,13
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,16.2202444523573,0.324404889047146,0.311602428555489,0.0669838062480379,2019,8,13
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,12.8020865768194,0.246193972631143,0.235894903540611,0.0528543194423605,2019,8,13
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,18.2769012451172,0.281183096078726,0.274078696966171,0.0712544507500574,2019,8,13
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,15.8067828342319,0.272530738521239,0.270697519183159,0.0822940499517709,2019,8,13
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,15.1448922678828,0.244272455933594,0.245740815997124,0.0779435641008737,2019,8,13
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,20.6519230753183,0.344198717921972,0.345047190785408,0.0490931102840063,2019,8,13
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,22.7297301888466,0.398767196295554,0.409171909093857,0.0502006678847782,2019,8,13
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,18.9781516119838,0.283255994208713,0.277616888284683,0.0724812824771468,2019,8,13
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,16.4840236008167,0.249757933345708,0.245881453156471,0.0498204957373071,2019,8,13
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,12.4930915236473,0.223090920065131,0.227203033864498,0.0553628331617191,2019,8,13
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,16.0954927504063,0.282377065796601,0.299350947141647,0.0591464007830714,2019,8,13
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,15.2826584428549,0.235117822197767,0.240057468414307,0.0601305623325016,2019,8,13
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,19.0181565135717,0.297158695524558,0.287782043218613,0.0718215924712223,2019,8,13
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,20.2669378593564,0.289527683705091,0.291849538683891,0.0695367268543723,2019,8,13
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,20.3411179035902,0.3280825468321,0.339558720588684,0.0751423160412149,2019,8,13
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,15.2451500594616,0.272234822490386,0.271760076284409,0.0706049343847969,2019,8,13
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,13.7827835027128,0.237634198322635,0.245110474526882,0.0565431828564973,2019,8,13
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,17.8044953942299,0.301771108376778,0.299287229776382,0.0559861047291323,2019,8,13
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,17.2403257191181,0.257318294315196,0.25676304101944,0.0577173909228002,2019,8,13
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,18.2576874271035,0.285276366048492,0.286483436822891,0.0578711573369348,2019,8,13
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,8,21
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,8,21
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,8,21
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,8,21
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,8,21
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,8,21
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,8,21
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,8,21
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,8,21
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,8,21
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,8,21
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,8,21
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,8,21
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,8,21
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,8,21
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,8,21
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,8,21
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,8,21
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,8,21
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,8,21
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,8,21
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,8,21
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,8,21
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,8,21
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,20.6978036016226,0.323403181275353,0.327081710100174,0.0613970284064039,2019,8,29
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,12.2733539938927,0.250476612120259,0.233592107892036,0.066845415390536,2019,8,29
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,17.3533015176654,0.279891959962345,0.281765446066856,0.0620692728772333,2019,8,29
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,19.7177007198334,0.37203208905346,0.388165593147278,0.0817314425026768,2019,8,29
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,17.2789212167263,0.345578424334526,0.34209942817688,0.0603401317076453,2019,8,29
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,14.0951941758394,0.27106142645845,0.261355966329575,0.0522408896469682,2019,8,29
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,19.8000344187021,0.304615914133879,0.295586287975311,0.0759528650290255,2019,8,29
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,17.9213269278407,0.308988395307598,0.314370423555374,0.0859168621113564,2019,8,29
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,16.7676312923431,0.270445666005534,0.273734241724014,0.0802596834589636,2019,8,29
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,22.5799536854029,0.376332561423381,0.377363204956055,0.0490744606216189,2019,8,29
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,23.5390440523624,0.412965685129166,0.429886877536774,0.0511815444843743,2019,8,29
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,20.6478207856417,0.308176429636443,0.311576724052429,0.0724812984338972,2019,8,29
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,17.2542477101088,0.261427995607708,0.266365423798561,0.0580305445398272,2019,8,29
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,13.6192195862532,0.243200349754521,0.237280011177063,0.0549439423930585,2019,8,29
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,17.3044957444072,0.303587644638722,0.30974930524826,0.0691765524242921,2019,8,29
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,15.5238974839449,0.238829192060691,0.238329648971558,0.0631220997207876,2019,8,29
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,20.4876217767596,0.320119090261869,0.31269159913063,0.0697708974974007,2019,8,29
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,22.119153663516,0.315987909478801,0.323819577693939,0.0630582969149237,2019,8,29
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,21.8549686670303,0.352499494629522,0.362716555595398,0.0722196900217373,2019,8,29
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,16.1404083520174,0.288221577714596,0.299218207597733,0.0785116352222724,2019,8,29
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,14.9154072031379,0.25716219315755,0.265575468540192,0.0600553472850675,2019,8,29
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,18.315156981349,0.31042638951439,0.321309685707092,0.0576851144650995,2019,8,29
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,18.1892155632377,0.271480829302055,0.277395635843277,0.0539668516423485,2019,8,29
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,20.0377744734287,0.313090226147324,0.314599186182022,0.0507154609479346,2019,8,29
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,9,6
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,9,6
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,9,6
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,9,6
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,9,6
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,9,6
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,9,6
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,9,6
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,9,6
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,9,6
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,9,6
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,9,6
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,9,6
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,9,6
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,9,6
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,9,6
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,9,6
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,9,6
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,9,6
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,9,6
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,9,6
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,9,6
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,9,6
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,9,6
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,28.2101289629936,0.440783265046775,0.443583637475967,0.0484868666379648,2019,9,14
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,17.9918811321259,0.367181247594405,0.364194929599762,0.0583937704895871,2019,9,14
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,24.0733321607113,0.388279550979214,0.384681358933449,0.0578957829448731,2019,9,14
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,23.8563551604748,0.450119908688203,0.466666698455811,0.0645638028250769,2019,9,14
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,21.0517896711826,0.421035793423653,0.413656190037727,0.0596868950148015,2019,9,14
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,19.5844754576683,0.376624528032083,0.369698405265808,0.0589728482791346,2019,9,14
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,25.1046716868877,0.386225718259811,0.377299815416336,0.0742684709728216,2019,9,14
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,23.7534012645483,0.409541401112902,0.403056383132935,0.0801172920337462,2019,9,14
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,21.2933722883463,0.343441488521714,0.345320835709572,0.0760726155437196,2019,9,14
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,28.5488628149033,0.475814380248388,0.481299802660942,0.0394617426567749,2019,9,14
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,27.5982382297516,0.484179618065817,0.485068112611771,0.0504802493504971,2019,9,14
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,27.6979527771473,0.41340228025593,0.422829061746597,0.0715277518523661,2019,9,14
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,22.7682130634785,0.344972925204219,0.343524903059006,0.0552706790047567,2019,9,14
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,19.102970585227,0.341124474736197,0.338452860713005,0.0523466758220804,2019,9,14
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,22.0213270783424,0.386339071549867,0.39130437374115,0.0633263101348551,2019,9,14
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,22.3960807025433,0.344555087731435,0.340011149644852,0.0647053435704175,2019,9,14
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,25.851314291358,0.403926785802469,0.400542512536049,0.071786210898248,2019,9,14
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,29.5121351927519,0.421601931325027,0.420630648732185,0.067071137929538,2019,9,14
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,26.2238249182701,0.422964918036615,0.439171344041824,0.0684424453969265,2019,9,14
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,21.1906106621027,0.378403761823262,0.387007057666779,0.0774134968901152,2019,9,14
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,21.430729970336,0.369495344316137,0.379441395401955,0.0494034688635088,2019,9,14
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,23.0933419764042,0.391412575871257,0.392139732837677,0.0505588988236093,2019,9,14
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,24.0967592746019,0.359653123501521,0.362229138612747,0.0511091961248479,2019,9,14
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,25.272677809,0.394885590765625,0.393696933984756,0.0459163370060759,2019,9,14
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,9,22
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,9,22
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,9,22
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,9,22
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,9,22
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,9,22
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,9,22
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,9,22
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,9,22
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,9,22
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,9,22
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,9,22
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,9,22
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,9,22
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,9,22
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,9,22
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,9,22
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,9,22
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,9,22
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,9,22
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,9,22
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,9,22
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,9,22
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,9,22
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,26.3739184141159,0.412092475220561,0.407514780759811,0.0616535106351458,2019,9,30
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,15.9104990363121,0.324704061965553,0.322840094566345,0.0639297661608536,2019,9,30
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,22.9408703744411,0.370014038297438,0.375591561198235,0.0691989881787844,2019,9,30
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,23.2766262292862,0.439181626967664,0.456117361783981,0.0683532545808292,2019,9,30
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,20.6980334222317,0.413960668444633,0.407610788941383,0.0570682180768022,2019,9,30
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,17.5789087861776,0.338055938195724,0.340975433588028,0.0623629325363108,2019,9,30
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,24.3654467463493,0.374853026866913,0.361928462982178,0.0725721990505555,2019,9,30
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,23.8661634027958,0.411485575910272,0.420538783073425,0.0851393407342367,2019,9,30
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,21.618478924036,0.348685143936065,0.362273588776588,0.0855105592145273,2019,9,30
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,27.8493665158749,0.464156108597914,0.46441562473774,0.0607311592357424,2019,9,30
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,27.6219281852245,0.484595231319729,0.502215683460236,0.0510169765018366,2019,9,30
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,26.4139305651188,0.394237769628639,0.384074956178665,0.0680457701001,2019,9,30
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,21.8745841085911,0.33143309255441,0.329167991876602,0.0605522060579385,2019,9,30
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,17.292639374733,0.30879713169166,0.304910615086555,0.0526959995645324,2019,9,30
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,21.1455738320947,0.370974979510433,0.377031087875366,0.0778636569441582,2019,9,30
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,18.8465030118823,0.289946200182805,0.293569982051849,0.0697894050245608,2019,9,30
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,24.9511963129044,0.389862442389131,0.388229370117188,0.0647443823284058,2019,9,30
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,27.674266859889,0.395346669426986,0.393109083175659,0.0616648022077786,2019,9,30
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,25.4841074943542,0.411033991844423,0.424537196755409,0.0729244236556747,2019,9,30
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,19.2440188452601,0.34364319366536,0.348680734634399,0.0908999568668734,2019,9,30
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,19.6641694754362,0.3390374047489,0.341045007109642,0.0524755956943204,2019,9,30
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,21.0006177127361,0.355942673097223,0.357307434082031,0.0515317549465504,2019,9,30
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,22.9521745741367,0.342569769763235,0.358100295066833,0.0496328222604946,2019,9,30
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,25.1386104729027,0.392790788639104,0.400836080312729,0.0648525418332861,2019,9,30
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,10,8
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,10,8
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,10,8
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,10,8
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,10,8
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,10,8
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,10,8
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,10,8
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,10,8
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,10,8
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,10,8
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,10,8
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,10,8
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,10,8
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,10,8
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,10,8
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,10,8
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,10,8
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,10,8
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,10,8
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,10,8
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,10,8
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,10,8
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,10,8
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,23.1147515773773,0.361167993396521,0.361823365092278,0.00864417467088773,2019,10,16
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,16.1023075580597,0.328618521593055,0.327917098999023,0.00749880392389582,2019,10,16
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,20.9046697020531,0.337172091968598,0.335919231176376,0.00995075002758472,2019,10,16
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,19.0183431506157,0.358836663219164,0.358791917562485,0.0119301729003577,2019,10,16
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,16.3934408724308,0.327868817448616,0.327328830957413,0.00717445577744428,2019,10,16
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,16.7424513697624,0.321970218649277,0.321082785725594,0.0063263722343075,2019,10,16
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,21.7610094845295,0.334784761300454,0.333833068609238,0.0148757758186012,2019,10,16
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,18.9949777424335,0.327499616248854,0.32760825753212,0.00650588869744438,2019,10,16
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,19.57188975811,0.315675641259839,0.314926847815514,0.00783640403346998,2019,10,16
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,21.2658111155033,0.354430185258389,0.354294389486313,0.00791729124330022,2019,10,16
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,18.5846732258797,0.326046898699643,0.328534990549088,0.0118490166107614,2019,10,16
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,22.5312835276127,0.336287813844965,0.335184246301651,0.00754825754926003,2019,10,16
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,21.4811393022537,0.325471807609905,0.325731962919235,0.00486379887080444,2019,10,16
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,17.8631952702999,0.318985629826784,0.319402068853378,0.00855948254273295,2019,10,16
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,18.5253645181656,0.325006395055537,0.326525181531906,0.00818413463528006,2019,10,16
