Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev,year,month,day
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,13.4863227065653,0.254458918991797,0.270629614591599,0.0810163141757725,2019,6,10
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,12.5343749299645,0.250687498599291,0.236467137932777,0.0583643277952164,2019,6,10
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,8.2694788724184,0.1590284398542,0.161600880324841,0.0462781548905726,2019,6,10
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,11.7830991819501,0.181278448953078,0.169973015785217,0.0639633693919407,2019,6,10
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,9.7449875283055,0.168017026350095,0.163196191191673,0.0837624935408063,2019,6,10
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,10.1905311211012,0.164363405179052,0.159762464463711,0.0750334407700587,2019,6,10
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,14.156745955348,0.235945765922467,0.230314075946808,0.0449870436264674,2019,6,10
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,17.0201239436865,0.29859866567871,0.306579649448395,0.0485234162062033,2019,6,10
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,11.9712803140283,0.178675825582511,0.171518191695213,0.0682127297903991,2019,6,10
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,10.1189479418099,0.153317393057726,0.15325266122818,0.0541842028054092,2019,6,10
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,7.96308524440974,0.142197950793031,0.14094852656126,0.0515775440496554,2019,6,10
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,11.3724084440619,0.199515937615121,0.211342886090279,0.0592365612013644,2019,6,10
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,8.06324678845704,0.124049950591647,0.124681361019611,0.0540843085956983,2019,6,10
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,13.0126166455448,0.203322135086637,0.192259430885315,0.0637988019854273,2019,6,10
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,13.6366121582687,0.194808745118124,0.197536312043667,0.0589731612016208,2019,6,10
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,15.232432551682,0.245684395994871,0.26284071803093,0.0674237222854909,2019,6,10
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,9.56093534454703,0.170730988295483,0.178640097379684,0.071557200498087,2019,6,10
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,8.89588512689807,0.153377329774105,0.151865288615227,0.0563056588887981,2019,6,10
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,11.3248725347221,0.191946992113934,0.193387821316719,0.0648539301670862,2019,6,10
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,10.3942432012409,0.155137958227476,0.151583284139633,0.0480122184517135,2019,6,10
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,12.6364191509783,0.197444049234036,0.192690528929234,0.0491524299143242,2019,6,10
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,6,18
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,6,18
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,6,18
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,6,18
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,6,18
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,6,18
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,6,18
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,6,18
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,6,18
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,6,18
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,6,18
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,6,18
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,6,18
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,6,18
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,6,18
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,6,18
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,6,18
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,6,18
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,6,18
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,6,18
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,6,18
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,6,18
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,6,18
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,6,18
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,14.3952438831329,0.224925685673952,0.218906916677952,0.0362352627063178,2019,6,26
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,8.65126394107938,0.176556406960804,0.179795622825623,0.0457154601731803,2019,6,26
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,12.3341070860624,0.198937211065523,0.20518097281456,0.0361141862487594,2019,6,26
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,14.5092535763979,0.27375950144147,0.272081285715103,0.0508986090897304,2019,6,26
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,13.0829207897186,0.261658415794373,0.26476663351059,0.0451007220660412,2019,6,26
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,10.0969241559505,0.194171618383664,0.1935805529356,0.0351968453071981,2019,6,26
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,14.6007656157017,0.224627163318487,0.226572483778,0.0486532555720443,2019,6,26
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,12.2285967804492,0.210837875524985,0.220501959323883,0.0633431885997188,2019,6,26
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,12.4743498936296,0.201199191832735,0.209050685167313,0.0554736125934086,2019,6,26
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,15.675140991807,0.26125234986345,0.262187153100967,0.0347100725595887,2019,6,26
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,17.9119734466076,0.314245148186098,0.318445473909378,0.0405196631778193,2019,6,26
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,14.4974535629153,0.216379903924109,0.215928748250008,0.0489354759323144,2019,6,26
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,13.3641254901886,0.202486749851342,0.197917185723782,0.0391583693761646,2019,6,26
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,10.3347061648965,0.184548324373152,0.182518199086189,0.0442278573361545,2019,6,26
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,13.1071376428008,0.229949783207032,0.237532436847687,0.0458895901437658,2019,6,26
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,12.3712199926376,0.190326461425194,0.191948786377907,0.0458527746560378,2019,6,26
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,14.9138753712177,0.233029302675277,0.227110132575035,0.0514192970678315,2019,6,26
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,15.652445461601,0.223606363737157,0.229450397193432,0.051613181990533,2019,6,26
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,16.1350804269314,0.260243232692442,0.271787106990814,0.0576480468383371,2019,6,26
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,11.4554862678051,0.204562254782234,0.191946923732758,0.0553483784066828,2019,6,26
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,10.8091384470463,0.186364455983557,0.185279190540314,0.0424241627366926,2019,6,26
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,14.3269243091345,0.242829225578551,0.246312707662582,0.0436027529980486,2019,6,26
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,13.3539720885456,0.199313016246949,0.196839645504951,0.0435497584080851,2019,6,26
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,14.2193830609322,0.222177860327065,0.211262874305248,0.0424200404966265,2019,6,26
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,7,4
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,7,4
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,7,4
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,7,4
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,7,4
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,7,4
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,7,4
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,7,4
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,7,4
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,7,4
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,7,4
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,7,4
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,7,4
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,7,4
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,7,4
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,7,4
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,7,4
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,7,4
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,7,4
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,7,4
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,7,4
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,7,4
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,7,4
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,7,4
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,14.9321687221527,0.233315136283636,0.234316468238831,0.0586054004599815,2019,7,12
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,8.45500461757183,0.172551114644323,0.168591246008873,0.0574607411841818,2019,7,12
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,12.70130790025,0.204859804842741,0.210861764848232,0.0590936821338107,2019,7,12
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,16.194933667779,0.305564786184509,0.317382544279099,0.0834184116116015,2019,7,12
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,14.2699568644166,0.285399137288332,0.271329179406166,0.0642942230109607,2019,7,12
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,10.1974737495184,0.196105264413815,0.194953240454197,0.0483881591303455,2019,7,12
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,15.6516918540001,0.240795259292309,0.241513550281525,0.0632158365403604,2019,7,12
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,12.7185441367328,0.219285243736773,0.230111479759216,0.087514470403313,2019,7,12
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,12.6490177549422,0.204016415402293,0.209875360131264,0.0764706034021839,2019,7,12
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,17.2006719708443,0.286677866180738,0.294423192739487,0.0515151231330341,2019,7,12
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,19.6434769034386,0.344622401814712,0.347729116678238,0.0491120150440376,2019,7,12
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,15.3222789168358,0.228690730102027,0.222283706068993,0.0701415293535704,2019,7,12
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,14.6064149513841,0.221309317445213,0.220818474888802,0.0483028523472845,2019,7,12
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,10.4690026603639,0.186946476077927,0.191185921430588,0.0597242593343021,2019,7,12
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,13.9565678201616,0.244852067020379,0.253967106342316,0.0603758464860802,2019,7,12
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,13.4429054632783,0.206813930204281,0.201941952109337,0.0562526518365888,2019,7,12
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,15.9955020844936,0.249929720070213,0.241488143801689,0.066326368463196,2019,7,12
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,16.5848621986806,0.236926602838295,0.235444471240044,0.0549448859115484,2019,7,12
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,17.5541883409023,0.283132070014554,0.303551256656647,0.0675900617607676,2019,7,12
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,12.2089322023094,0.21801664646981,0.225483328104019,0.0732475944714551,2019,7,12
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,10.952730756253,0.188840185452638,0.199838936328888,0.0581947422788829,2019,7,12
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,16.0343341082335,0.271768374715821,0.282541573047638,0.0562868288741355,2019,7,12
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,14.141831412911399,0.211072110640469,0.210783004760742,0.0515623450759208,2019,7,12
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,15.3045455217361,0.239133523777127,0.231885865330696,0.0547562346734364,2019,7,12
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,7,20
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,7,20
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,7,20
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,7,20
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,7,20
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,7,20
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,7,20
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,7,20
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,7,20
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,7,20
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,7,20
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,7,20
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,7,20
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,7,20
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,7,20
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,7,20
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,7,20
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,7,20
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,7,20
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,7,20
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,7,20
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,7,20
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2019,7,20
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2019,7,20
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,17.1266860216856,0.267604469088838,0.256902471184731,0.0592957637871108,2019,7,28
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,10.3753943964839,0.211742742785386,0.220654085278511,0.0622156668454412,2019,7,28
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,13.9714376926422,0.225345769236165,0.233851678669453,0.0553113485496713,2019,7,28
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,17.5873069837689,0.331835980825829,0.34133118391037,0.0784354899983452,2019,7,28
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,15.521005704999,0.310420114099979,0.302659869194031,0.059555663753904003,2019,7,28
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,11.4853197038174,0.220871532765719,0.219268694519997,0.0618389767562398,2019,7,28
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,17.0889574289322,0.262907037368188,0.260129183530807,0.0739310765061925,2019,7,28
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,14.3245798833668,0.246975515230462,0.25956130027771,0.085757396958157,2019,7,28
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,13.9677098020911,0.225285641969212,0.220926471054554,0.0832697275295424,2019,7,28
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,18.8179537504911,0.313632562508186,0.311278432607651,0.0542090280544185,2019,7,28
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,21.556657001376198,0.378186964936424,0.379994779825211,0.0526812153588695,2019,7,28
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,17.2591619044542,0.257599431409765,0.260009437799454,0.0702742759092707,2019,7,28
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,16.2793482840061,0.246656792181911,0.240465834736824,0.0515195897877061,2019,7,28
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,11.7370375618339,0.209589956461319,0.219611749053001,0.0559008868981433,2019,7,28
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,15.3786443993449,0.269800778935876,0.278301179409027,0.0592302349576029,2019,7,28
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,15.047580294311,0.231501235297093,0.229098945856094,0.0598709790321131,2019,7,28
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,17.7267353832722,0.276980240363628,0.264472112059593,0.0694534073612892,2019,7,28
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,18.7509610429406,0.267870872042009,0.278833657503128,0.0731888967564973,2019,7,28
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,19.2990440130234,0.311274903435861,0.324013873934746,0.0653265730424986,2019,7,28
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,14.0332772433758,0.250594236488853,0.246621407568455,0.0799352857509642,2019,7,28
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,13.1177933961153,0.22616885165716,0.235092148184776,0.062707569645624,2019,7,28
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,17.2755339890718,0.292805660831726,0.291906863451004,0.0549013641709973,2019,7,28
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,16.0192097201943,0.23909268239096,0.23522461950779,0.0565846359234675,2019,7,28
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,16.9646029099822,0.265071920468472,0.256425410509109,0.0540511774286618,2019,7,28
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2019,8,5
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2019,8,5
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2019,8,5
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2019,8,5
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2019,8,5
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2019,8,5
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2019,8,5
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2019,8,5
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2019,8,5
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2019,8,5
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2019,8,5
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2019,8,5
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2019,8,5
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2019,8,5
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2019,8,5
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2019,8,5
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2019,8,5
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2019,8,5
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2019,8,5
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2019,8,5
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2019,8,5
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2019,8,5
