Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev,year,month,day
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,11.9113912135363,0.205368814026487,0.207554176449776,0.0477623873935726,2020,6,25
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,17.9262643903494,0.303834989666939,0.300961673259735,0.0555055695377986,2020,6,25
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,16.7872417271137,0.250555846673339,0.243795037269592,0.0557130182231672,2020,6,25
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,15.9252384379506,0.248831850592978,0.253996029496193,0.0535180620954497,2020,6,25
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2020,7,3
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2020,7,3
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2020,7,3
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2020,7,3
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2020,7,3
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2020,7,3
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2020,7,3
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2020,7,3
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2020,7,3
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2020,7,3
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2020,7,3
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2020,7,3
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2020,7,3
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2020,7,3
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2020,7,3
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2020,7,3
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2020,7,3
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2020,7,3
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2020,7,3
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2020,7,3
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2020,7,3
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2020,7,3
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2020,7,3
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2020,7,3
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,17.2761731594801,0.269940205616876,0.267435774207115,0.054907558290796,2020,7,11
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,10.4790229424834,0.21385761107109,0.204916104674339,0.0556965212704967,2020,7,11
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,14.6872618496418,0.236891320155513,0.228988498449326,0.0566093220732758,2020,7,11
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,17.6019615381956,0.332112481852747,0.356888145208359,0.0744827688544186,2020,7,11
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,15.4208912551403,0.308417825102806,0.300977766513824,0.0624367473808033,2020,7,11
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,11.822342634201,0.227352742965405,0.222515054047108,0.0429919674440275,2020,7,11
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,19.8587642163038,0.305519449481597,0.31708887219429,0.06264306217212,2020,7,11
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,14.5993031784892,0.251712123767055,0.246791996061802,0.0751196035866421,2020,7,11
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,14.6362007036805,0.23606775328517,0.23572988063097,0.0718632303033633,2020,7,11
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,19.0433545410633,0.317389242351055,0.315071433782578,0.0515707159183007,2020,7,11
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,20.850329875946,0.36579526098151,0.369343727827072,0.0462136243958201,2020,7,11
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,18.2623517513275,0.272572414198918,0.275488972663879,0.0705673673130135,2020,7,11
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,18.1576592475176,0.275116049204812,0.282344788312912,0.0448474663153232,2020,7,11
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,12.8452362120152,0.229379218071699,0.232778862118721,0.0674843228792166,2020,7,11
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,15.545247271657,0.272723636344859,0.280674278736115,0.0632444215360096,2020,7,11
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,16.1844364255667,0.248991329624103,0.244852110743523,0.0594203866922257,2020,7,11
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,17.6804255247116,0.276256648823619,0.271318912506104,0.0688318970715333,2020,7,11
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,19.2298169285059,0.274711670407227,0.278190076351166,0.0567493268917448,2020,7,11
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,19.1279665827751,0.30851559004476,0.330609500408173,0.0743005741283593,2020,7,11
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,15.0840338766575,0.269357747797455,0.268727317452431,0.075441041265302,2020,7,11
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,12.7312635481358,0.219504543933375,0.220817163586617,0.0526849287732761,2020,7,11
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,18.8839545100927,0.320067025594792,0.326362431049347,0.0576667554386148,2020,7,11
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,17.9224340170622,0.267499015180033,0.274898290634155,0.0527869651263433,2020,7,11
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,17.2478532940149,0.269497707718983,0.275727704167366,0.0509123265903034,2020,7,11
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2020,7,19
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2020,7,19
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2020,7,19
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2020,7,19
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2020,7,19
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2020,7,19
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2020,7,19
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2020,7,19
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2020,7,19
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2020,7,19
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2020,7,19
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2020,7,19
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2020,7,19
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2020,7,19
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2020,7,19
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2020,7,19
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2020,7,19
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2020,7,19
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2020,7,19
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2020,7,19
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2020,7,19
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2020,7,19
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,0,0,NA,NA,NA,2020,7,19
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,0,0,NA,NA,NA,2020,7,19
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,64,18.357568114996,0.286837001796812,0.287676975131035,0.061077981986262,2020,7,27
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,49,11.420885629952,0.233079298570448,0.239677533507347,0.0598125250901933,2020,7,27
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,62,15.6131850630045,0.251825565532331,0.263702854514122,0.0634880138593007,2020,7,27
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,53,18.2445781379938,0.344237323358374,0.36309015750885,0.0761471004023532,2020,7,27
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,50,16.1383348554373,0.322766697108746,0.30761307477951,0.061149071613723,2020,7,27
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,52,12.3481209725142,0.237463864856041,0.239379346370697,0.0598939031608613,2020,7,27
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,65,19.8201848715544,0.304925921100837,0.300164610147476,0.0663547777962705,2020,7,27
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,58,15.7589902505279,0.271706728457377,0.272495165467262,0.0784826464666672,2020,7,27
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,62,15.5956015326083,0.251541960203359,0.248904950916767,0.079697267077221,2020,7,27
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,60,20.1418098211288,0.335696830352147,0.338887289166451,0.0509003994464952,2020,7,27
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,57,21.8885821253061,0.384010212724669,0.400635659694672,0.0509722184316994,2020,7,27
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,67,18.9630967080593,0.283031294150139,0.282881170511246,0.069843165180623,2020,7,27
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,66,18.0105171054602,0.272886622810003,0.270099833607674,0.0528695004506488,2020,7,27
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,56,12.994664400816,0.232047578585999,0.235508292913437,0.061439998566537,2020,7,27
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,57,15.8186209099367,0.277519665086609,0.290166079998016,0.0704170634560623,2020,7,27
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,65,15.6974101737142,0.241498618057141,0.246411472558975,0.0683854951003939,2020,7,27
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,64,18.4650555104017,0.288516492350027,0.280452191829681,0.0701288235668449,2020,7,27
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,70,20.6933520361781,0.295619314802544,0.304603099822998,0.0687207411577075,2020,7,27
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,62,19.7871249839664,0.319147177160748,0.334770724177361,0.0641503380031701,2020,7,27
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,56,15.3409831523895,0.273946127721242,0.281148836016655,0.0850246277772097,2020,7,27
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,58,14.2217103391886,0.245201902399803,0.249900996685028,0.0640529352779697,2020,7,27
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,59,18.9462874978781,0.321123516913188,0.34131070971489,0.0578237440711842,2020,7,27
B-Even,13,3150.56651384,561911.370882,12.8997100753,5.22034833792,67,18.0146249458194,0.268874999191334,0.270623326301575,0.0534936147875367,2020,7,27
B-Control,14,2912.50507204,477916.074104,10.9714433908,4.44000337491,64,17.9379055649042,0.280279774451628,0.281083986163139,0.0498237038598881,2020,7,27
UB-Even,9,3404.0060855,514957.975198,11.8218084297,4.78413527333,0,0,NA,NA,NA,2020,8,4
UB-Variable,10,2651.2030947,388149.557821,8.91068773693,3.60604181377,0,0,NA,NA,NA,2020,8,4
UB-Variable,8,2753.98254495,450548.637409,10.3431734942,4.1857505513,0,0,NA,NA,NA,2020,8,4
UB-Control,7,2491.50702099,392657.142759,9.01416764827,3.64791881566,0,0,NA,NA,NA,2020,8,4
UB-Control,12,2744.57965877,375284.051603,8.61533635453,3.4865168718,0,0,NA,NA,NA,2020,8,4
UB-Even,11,2665.86226499,389837.148948,8.94942949836,3.62172011109,0,0,NA,NA,NA,2020,8,4
B-Variable,2,2800.90096435,488749.526248,11.2201452307,4.54064984128,0,0,NA,NA,NA,2020,8,4
B-Even,1,2966.60299639,423537.986534,9.72309427306,3.93481238969,0,0,NA,NA,NA,2020,8,4
B-Control,3,2782.19010868,458793.163721,10.532441775,4.26234501345,0,0,NA,NA,NA,2020,8,4
UB-Even,4,2764.87621788,457395.812155,10.5003629971,4.24936314068,0,0,NA,NA,NA,2020,8,4
UB-Control,6,2777.1700766,444069.711323,10.1944378173,4.12555911761,0,0,NA,NA,NA,2020,8,4
UB-Variable,5,2731.45432459,483908.321871,11.1090064709,4.49567340098,0,0,NA,NA,NA,2020,8,4
B-Variable,15,3698.76877483,476636.486329,10.9420680976,4.42811556794,0,0,NA,NA,NA,2020,8,4
B-Even,17,3448.17244987,447617.681657,10.2758880086,4.15852097243,0,0,NA,NA,NA,2020,8,4
B-Control,19,3641.41059676,441134.064611,10.1270446421,4.09828595812,0,0,NA,NA,NA,2020,8,4
B-Variable,18,3742.6030869,491434.487647,11.281783463,4.56559404869,0,0,NA,NA,NA,2020,8,4
B-Control,16,3509.87652099,510553.562694,11.7206970315,4.74321677856,0,0,NA,NA,NA,2020,8,4
UB-Even,24,3223.35355911,514404.408237,11.8091002809,4.77899244741,0,0,NA,NA,NA,2020,8,4
UB-Control,20,3412.58177941,499731.83655,11.4722643836,4.64267925073,0,0,NA,NA,NA,2020,8,4
B-Variable,22,2964.3261264,453367.110783,10.4078767397,4.2119351305,0,0,NA,NA,NA,2020,8,4
UB-Variable,21,3088.85955111,468369.04931,10.7522738593,4.35130825749,0,0,NA,NA,NA,2020,8,4
B-Even,23,3183.03031461,443218.40206,10.1748944458,4.11765016411,0,0,NA,NA,NA,2020,8,4
