Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev
UB-Even,"9",3404.00608550000,514957.97519799997,11.82180842970,4.78413527333,64,23.6240543276072,0.369125848868862,0.373612523078918,0.0632024510397152
UB-Variable,"10",2651.20309470000,388149.55782099999,8.91068773693,3.60604181377,49,14.3762689232826,0.293393243332298,0.289155513048172,0.0561281943963084
UB-Variable,"8",2753.98254495000,450548.63740900002,10.34317349420,4.18575055130,62,20.7246454507113,0.334268475011472,0.340547293424606,0.0658932078951231
UB-Control,"7",2491.50702099000,392657.14275900001,9.01416764827,3.64791881566,53,21.0864764899015,0.397858046979274,0.404972553253174,0.0681913677461311
UB-Control,"12",2744.57965877000,375284.05160300003,8.61533635453,3.48651687180,50,18.8112470209599,0.376224940419197,0.377840951085091,0.0566594278125816
UB-Even,"11",2665.86226499000,389837.14894799999,8.94942949836,3.62172011109,52,15.5432626456022,0.298908897030812,0.311700344085693,0.0683166353922099
B-Variable,"2",2800.90096435000,488749.52624799998,11.22014523070,4.54064984128,65,22.0924052745104,0.339883158069391,0.333569943904877,0.0608154869410747
B-Even,"1",2966.60299639000,423537.98653400003,9.72309427306,3.93481238969,58,20.0346668809652,0.345425291051125,0.348569288849831,0.0825165270804077
B-Control,"3",2782.19010868000,458793.16372100002,10.53244177500,4.26234501345,62,18.7139737904072,0.301838286942051,0.294322788715363,0.0782715446770582
UB-Even,"4",2764.87621788000,457395.81215499999,10.50036299710,4.24936314068,60,25.3833465278149,0.423055775463581,0.426027238368988,0.0524171654456631
UB-Control,"6",2777.17007660000,444069.71132300003,10.19443781730,4.12555911761,57,25.1836969554424,0.441819244832323,0.447075515985489,0.0455077665945827
UB-Variable,"5",2731.45432459000,483908.32187099999,11.10900647090,4.49567340098,67,23.3032932281494,0.347810346688797,0.342173486948013,0.0727431984247542
B-Variable,"15",3698.76877483000,476636.48632899998,10.94206809760,4.42811556794,66,19.7146017849445,0.298706087650675,0.297171920537949,0.0642608885784581
B-Even,"17",3448.17244987000,447617.68165699998,10.27588800860,4.15852097243,56,15.4025722891092,0.275045933734093,0.282359316945076,0.0479703545394295
B-Control,"19",3641.41059676000,441134.06461100001,10.12704464210,4.09828595812,57,18.2836788054556,0.320766294832554,0.334710747003555,0.081936882088691
B-Variable,"18",3742.60308690000,491434.48764700000,11.28178346300,4.56559404869,65,16.1663160324097,0.248712554344764,0.256898671388626,0.0714845805532327
B-Control,"16",3509.87652099000,510553.56269400002,11.72069703150,4.74321677856,64,21.5986941307783,0.337479595793411,0.33066163957119,0.069057257654879
UB-Even,"24",3223.35355911000,514404.40823700000,11.80910028090,4.77899244741,70,24.4054481238127,0.34864925891161,0.349809408187866,0.0722990358659523
UB-Control,"20",3412.58177941000,499731.83655000001,11.47226438360,4.64267925073,62,22.9794863462448,0.370636876552336,0.391350477933884,0.0661679820475648
B-Variable,"22",2964.32612640000,453367.11078300001,10.40787673970,4.21193513050,56,18.0398988183588,0.322141050327835,0.339582145214081,0.0882553154203629
UB-Variable,"21",3088.85955111000,468369.04930999997,10.75227385930,4.35130825749,58,17.6093755364418,0.3036099230421,0.311765894293785,0.0583650973249938
B-Even,"23",3183.03031461000,443218.40205999999,10.17489444580,4.11765016411,59,19.1751328110695,0.325002251035076,0.324394524097443,0.0576803324429142
B-Even,"13",3150.56651384000,561911.37088199996,12.89971007530,5.22034833792,67,20.8256066665053,0.310829950246348,0.313932359218597,0.0532337654470249
B-Control,"14",2912.50507204000,477916.07410400000,10.97144339080,4.44000337491,64,22.2925270050764,0.348320734454319,0.351639106869698,0.0500096522578228
