Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev
UB-Even,"9",3404.00608550000,514957.97519799997,11.82180842970,4.78413527333,64,15.7067316323519,0.245417681755498,0.24579456448555,0.0514830651111539
UB-Variable,"10",2651.20309470000,388149.55782099999,8.91068773693,3.60604181377,49,9.44309334456921,0.192716190705494,0.194185242056847,0.0624867408660254
UB-Variable,"8",2753.98254495000,450548.63740900002,10.34317349420,4.18575055130,62,13.7329653277993,0.221499440770957,0.223666235804558,0.0552969213159106
UB-Control,"7",2491.50702099000,392657.14275900001,9.01416764827,3.64791881566,53,16.2624124884605,0.306837971480388,0.31237056851387,0.0706845755362035
UB-Control,"12",2744.57965877000,375284.05160300003,8.61533635453,3.48651687180,50,14.3310325741768,0.286620651483536,0.293159902095795,0.0595763698117969
UB-Even,"11",2665.86226499000,389837.14894799999,8.94942949836,3.62172011109,52,10.4877149313688,0.201686825603247,0.203772075474262,0.0487681430378569
B-Variable,"2",2800.90096435000,488749.52624799998,11.22014523070,4.54064984128,65,19.5917957574129,0.301412242421737,0.3104387819767,0.0617713126241218
B-Even,"1",2966.60299639000,423537.98653400003,9.72309427306,3.93481238969,58,12.7224051877856,0.219351813582511,0.220354743301868,0.0820143418361972
B-Control,"3",2782.19010868000,458793.16372100002,10.53244177500,4.26234501345,62,12.5741623386275,0.202809069977863,0.201990231871605,0.0705084825107584
UB-Even,"4",2764.87621788000,457395.81215499999,10.50036299710,4.24936314068,60,17.6016150861979,0.293360251436631,0.297459959983826,0.0474582855176964
UB-Control,"6",2777.17007660000,444069.71132300003,10.19443781730,4.12555911761,57,19.5829056203365,0.343559747725202,0.347640156745911,0.0446465599436746
UB-Variable,"5",2731.45432459000,483908.32187099999,11.10900647090,4.49567340098,67,16.546338044107,0.246960269315029,0.254882365465164,0.063802749532997
B-Variable,"15",3698.76877483000,476636.48632899998,10.94206809760,4.42811556794,66,17.3818249553442,0.263360984171882,0.266727954149246,0.0495009928978633
B-Even,"17",3448.17244987000,447617.68165699998,10.27588800860,4.15852097243,56,11.8927323892713,0.212370221236987,0.217181608080864,0.0671547895629381
B-Control,"19",3641.41059676000,441134.06461100001,10.12704464210,4.09828595812,57,14.067492723465,0.246798117955526,0.250515341758728,0.0651092281761798
B-Variable,"18",3742.60308690000,491434.48764700000,11.28178346300,4.56559404869,65,14.4301011785865,0.222001556593638,0.227485805749893,0.0641844570439121
B-Control,"16",3509.87652099000,510553.56269400002,11.72069703150,4.74321677856,64,16.1825899630785,0.252852968173102,0.249602921307087,0.0659442415986526
UB-Even,"24",3223.35355911000,514404.40823700000,11.80910028090,4.77899244741,70,16.8496493184939,0.240709275978484,0.248396351933479,0.0661115878770686
UB-Control,"20",3412.58177941000,499731.83655000001,11.47226438360,4.64267925073,62,17.5153386238962,0.282505461675746,0.300796404480934,0.074298630698261
B-Variable,"22",2964.32612640000,453367.11078300001,10.40787673970,4.21193513050,56,13.6854941388592,0.2443838239082,0.24783281981945,0.0774003389593216
UB-Variable,"21",3088.85955111000,468369.04930999997,10.75227385930,4.35130825749,58,11.7819760963321,0.203137518902277,0.19664078950882,0.0485893226846777
B-Even,"23",3183.03031461000,443218.40205999999,10.17489444580,4.11765016411,59,17.6314483135939,0.298838107010066,0.308221101760864,0.0569055289547844
B-Even,"13",3150.56651384000,561911.37088199996,12.89971007530,5.22034833792,67,17.0722066964954,0.254809055171573,0.266900628805161,0.05880256803881
B-Control,"14",2912.50507204000,477916.07410400000,10.97144339080,4.44000337491,64,15.4600546844304,0.241563354444224,0.24317891150713,0.0529089694076787
