Blocktype,UnitNo,Perimeter,Area,Acres,Hectares,ndwi_count,ndwi_sum,ndwi_mean,ndwi_median,ndwi_stdev
UB-Even,"9",3404.00608550000,514957.97519799997,11.82180842970,4.78413527333,64,28.2101289629936,0.440783265046775,0.443583637475967,0.0484868666379648
UB-Variable,"10",2651.20309470000,388149.55782099999,8.91068773693,3.60604181377,49,17.9918811321259,0.367181247594405,0.364194929599762,0.0583937704895871
UB-Variable,"8",2753.98254495000,450548.63740900002,10.34317349420,4.18575055130,62,24.0733321607113,0.388279550979214,0.384681358933449,0.0578957829448731
UB-Control,"7",2491.50702099000,392657.14275900001,9.01416764827,3.64791881566,53,23.8563551604748,0.450119908688203,0.466666698455811,0.0645638028250769
UB-Control,"12",2744.57965877000,375284.05160300003,8.61533635453,3.48651687180,50,21.0517896711826,0.421035793423653,0.413656190037727,0.0596868950148015
UB-Even,"11",2665.86226499000,389837.14894799999,8.94942949836,3.62172011109,52,19.5844754576683,0.376624528032083,0.369698405265808,0.0589728482791346
B-Variable,"2",2800.90096435000,488749.52624799998,11.22014523070,4.54064984128,65,25.1046716868877,0.386225718259811,0.377299815416336,0.0742684709728216
B-Even,"1",2966.60299639000,423537.98653400003,9.72309427306,3.93481238969,58,23.7534012645483,0.409541401112902,0.403056383132935,0.0801172920337462
B-Control,"3",2782.19010868000,458793.16372100002,10.53244177500,4.26234501345,62,21.2933722883463,0.343441488521714,0.345320835709572,0.0760726155437196
UB-Even,"4",2764.87621788000,457395.81215499999,10.50036299710,4.24936314068,60,28.5488628149033,0.475814380248388,0.481299802660942,0.0394617426567749
UB-Control,"6",2777.17007660000,444069.71132300003,10.19443781730,4.12555911761,57,27.5982382297516,0.484179618065817,0.485068112611771,0.0504802493504971
UB-Variable,"5",2731.45432459000,483908.32187099999,11.10900647090,4.49567340098,67,27.6979527771473,0.41340228025593,0.422829061746597,0.0715277518523661
B-Variable,"15",3698.76877483000,476636.48632899998,10.94206809760,4.42811556794,66,22.7682130634785,0.344972925204219,0.343524903059006,0.0552706790047567
B-Even,"17",3448.17244987000,447617.68165699998,10.27588800860,4.15852097243,56,19.102970585227,0.341124474736197,0.338452860713005,0.0523466758220804
B-Control,"19",3641.41059676000,441134.06461100001,10.12704464210,4.09828595812,57,22.0213270783424,0.386339071549867,0.39130437374115,0.0633263101348551
B-Variable,"18",3742.60308690000,491434.48764700000,11.28178346300,4.56559404869,65,22.3960807025433,0.344555087731435,0.340011149644852,0.0647053435704175
B-Control,"16",3509.87652099000,510553.56269400002,11.72069703150,4.74321677856,64,25.851314291358,0.403926785802469,0.400542512536049,0.071786210898248
UB-Even,"24",3223.35355911000,514404.40823700000,11.80910028090,4.77899244741,70,29.5121351927519,0.421601931325027,0.420630648732185,0.067071137929538
UB-Control,"20",3412.58177941000,499731.83655000001,11.47226438360,4.64267925073,62,26.2238249182701,0.422964918036615,0.439171344041824,0.0684424453969265
B-Variable,"22",2964.32612640000,453367.11078300001,10.40787673970,4.21193513050,56,21.1906106621027,0.378403761823262,0.387007057666779,0.0774134968901152
UB-Variable,"21",3088.85955111000,468369.04930999997,10.75227385930,4.35130825749,58,21.430729970336,0.369495344316137,0.379441395401955,0.0494034688635088
B-Even,"23",3183.03031461000,443218.40205999999,10.17489444580,4.11765016411,59,23.0933419764042,0.391412575871257,0.392139732837677,0.0505588988236093
B-Even,"13",3150.56651384000,561911.37088199996,12.89971007530,5.22034833792,67,24.0967592746019,0.359653123501521,0.362229138612747,0.0511091961248479
B-Control,"14",2912.50507204000,477916.07410400000,10.97144339080,4.44000337491,64,25.272677809,0.394885590765625,0.393696933984756,0.0459163370060759
